title,runtime_raw,imdb_rating_raw,genre_raw,release_year_raw,runtime,imdb_rating,release_year,genre
The Cookout ,97.0,3.6,Comedy,2004.0,97.0,3.6,2004.0,Comedy
Meteor ,108.0,4.9,Action|Drama|Sci-Fi|Thriller,1979.0,108.0,4.9,1979.0,Action|Drama|Sci-Fi|Thriller
Duets ,112.0,6.0,Comedy|Drama|Music,2000.0,112.0,6.0,2000.0,Comedy|Drama|Music
Hollywood Ending ,112.0,6.6,Comedy|Romance,2002.0,112.0,6.6,2002.0,Comedy|Romance
Detroit Rock City ,95.0,6.8,Comedy|Music,1999.0,95.0,6.8,1999.0,Comedy|Music
Highlander ,110.0,7.2,Action|Adventure|Fantasy,1986.0,110.0,7.2,1986.0,Action|Adventure|Fantasy
Things We Lost in the Fire ,118.0,7.2,Drama,2007.0,118.0,7.2,2007.0,Drama
Steel ,97.0,2.8,Action|Crime|Sci-Fi,1997.0,97.0,2.8,1997.0,Action|Crime|Sci-Fi
The Immigrant ,120.0,6.6,Drama|Romance,2013.0,120.0,6.6,2013.0,Drama|Romance
The White Countess ,135.0,6.7,Drama|History|Romance|War,2005.0,135.0,6.7,2005.0,Drama|History|Romance|War
Trance ,101.0,7.0,Crime|Drama|Mystery|Thriller,2013.0,101.0,7.0,2013.0,Crime|Drama|Mystery|Thriller
Soul Plane ,92.0,4.4,Comedy,2004.0,92.0,4.4,2004.0,Comedy
Welcome to the Sticks ,106.0,7.1,Comedy|Romance,2008.0,106.0,7.1,2008.0,Comedy|Romance
Good ,92.0,6.2,Drama|Romance|War,2008.0,92.0,6.2,2008.0,Drama|Romance|War
Enter the Void ,161.0,7.3,Drama|Fantasy,2009.0,161.0,7.3,2009.0,Drama|Fantasy
Vamps ,92.0,5.1,Comedy|Horror|Romance,2012.0,92.0,5.1,2012.0,Comedy|Horror|Romance
Hachi: A Dog's Tale ,93.0,8.1,Drama|Family,2009.0,93.0,8.1,2009.0,Drama|Family
Zulu ,110.0,6.7,Crime|Drama|Thriller,2013.0,110.0,6.7,2013.0,Crime|Drama|Thriller
The Homesman ,122.0,6.6,Drama|Western,2014.0,122.0,6.6,2014.0,Drama|Western
Juwanna Mann ,91.0,4.5,Comedy|Drama|Romance|Sport,2002.0,91.0,4.5,2002.0,Comedy|Drama|Romance|Sport
Ararat ,115.0,6.6,Drama|War,2002.0,115.0,6.6,2002.0,Drama|War
Madison ,94.0,6.5,Drama|Sport,2001.0,94.0,6.5,2001.0,Drama|Sport
Slow Burn ,93.0,5.9,Drama|Mystery|Thriller,2005.0,93.0,5.9,2005.0,Drama|Mystery|Thriller
Wasabi ,94.0,6.6,Action|Comedy|Crime|Drama|Thriller,2001.0,94.0,6.6,2001.0,Action|Comedy|Crime|Drama|Thriller
Slither ,95.0,6.5,Comedy|Horror|Sci-Fi,2006.0,95.0,6.5,2006.0,Comedy|Horror|Sci-Fi
Beverly Hills Cop ,105.0,7.3,Action|Comedy|Crime,1984.0,105.0,7.3,1984.0,Action|Comedy|Crime
Home Alone ,103.0,7.5,Comedy|Family,1990.0,103.0,7.5,1990.0,Comedy|Family
3 Men and a Baby ,102.0,5.9,Comedy|Drama|Family,1987.0,102.0,5.9,1987.0,Comedy|Drama|Family
Tootsie ,116.0,7.4,Comedy|Drama|Romance,1982.0,116.0,7.4,1982.0,Comedy|Drama|Romance
Top Gun ,110.0,6.9,Action|Drama|Romance,1986.0,110.0,6.9,1986.0,Action|Drama|Romance
"Crouching Tiger, Hidden Dragon ",120.0,7.9,Action|Drama|Romance,2000.0,120.0,7.9,2000.0,Action|Drama|Romance
American Beauty ,122.0,8.4,Drama,1999.0,122.0,8.4,1999.0,Drama
The King's Speech ,118.0,8.0,Biography|Drama|History|Romance,2010.0,118.0,8.0,2010.0,Biography|Drama|History|Romance
Twins ,107.0,6.0,Comedy|Crime,1988.0,107.0,6.0,1988.0,Comedy|Crime
The Yellow Handkerchief ,102.0,6.8,Drama|Romance,2008.0,102.0,6.8,2008.0,Drama|Romance
The Color Purple ,154.0,7.8,Drama,1985.0,154.0,7.8,1985.0,Drama
Tidal Wave ,103.0,5.7,Action|Comedy|Drama|Thriller,2009.0,103.0,5.7,2009.0,Action|Comedy|Drama|Thriller
The Imitation Game ,114.0,8.1,Biography|Drama|Thriller|War,2014.0,114.0,8.1,2014.0,Biography|Drama|Thriller|War
Private Benjamin ,109.0,6.1,Comedy|War,1980.0,109.0,6.1,1980.0,Comedy|War
Coal Miner's Daughter ,124.0,7.5,Biography|Drama|Music|Musical,1980.0,124.0,7.5,1980.0,Biography|Drama|Music|Musical
Diary of a Wimpy Kid ,94.0,6.2,Comedy|Family,2010.0,94.0,6.2,2010.0,Comedy|Family
Mama ,100.0,6.2,Fantasy|Horror,2013.0,100.0,6.2,2013.0,Fantasy|Horror
National Lampoon's Vacation ,98.0,7.4,Adventure|Comedy,1983.0,98.0,7.4,1983.0,Adventure|Comedy
Bad Grandpa ,102.0,6.6,Comedy,2013.0,102.0,6.6,2013.0,Comedy
The Queen ,94.0,7.3,Biography|Drama,2006.0,94.0,7.3,2006.0,Biography|Drama
Beetlejuice ,92.0,7.5,Comedy|Fantasy,1988.0,92.0,7.5,1988.0,Comedy|Fantasy
Why Did I Get Married? ,113.0,5.6,Comedy|Drama,2007.0,113.0,5.6,2007.0,Comedy|Drama
Little Women ,115.0,7.3,Drama|Family|Romance,1994.0,115.0,7.3,1994.0,Drama|Family|Romance
The Woman in Black ,95.0,6.4,Drama|Fantasy|Horror|Thriller,2012.0,95.0,6.4,2012.0,Drama|Fantasy|Horror|Thriller
When a Stranger Calls ,87.0,5.0,Horror|Thriller,2006.0,87.0,5.0,2006.0,Horror|Thriller
Big Fat Liar ,88.0,5.4,Adventure|Comedy|Family,2002.0,88.0,5.4,2002.0,Adventure|Comedy|Family
The Deer Hunter ,183.0,8.2,Drama|War,1978.0,183.0,8.2,1978.0,Drama|War
Wag the Dog ,97.0,7.1,Comedy|Drama,1997.0,97.0,7.1,1997.0,Comedy|Drama
The Lizzie McGuire Movie ,94.0,5.3,Adventure|Comedy|Family|Music|Romance,2003.0,94.0,5.3,2003.0,Adventure|Comedy|Family|Music|Romance
Snitch ,112.0,6.5,Action|Drama|Thriller,2013.0,112.0,6.5,2013.0,Action|Drama|Thriller
Krampus ,98.0,6.2,Comedy|Fantasy|Horror,2015.0,98.0,6.2,2015.0,Comedy|Fantasy|Horror
The Faculty ,104.0,6.4,Horror|Mystery|Sci-Fi,1998.0,104.0,6.4,1998.0,Horror|Mystery|Sci-Fi
What's Love Got to Do with It ,118.0,7.2,Biography|Drama|Music,1993.0,118.0,7.2,1993.0,Biography|Drama|Music
Cop Land ,120.0,6.9,Crime|Drama|Thriller,1997.0,120.0,6.9,1997.0,Crime|Drama|Thriller
Not Another Teen Movie ,99.0,5.7,Comedy,2001.0,99.0,5.7,2001.0,Comedy
End of Watch ,109.0,7.7,Crime|Drama|Thriller,2012.0,109.0,7.7,2012.0,Crime|Drama|Thriller
The Skulls ,106.0,5.6,Action|Crime|Drama|Thriller,2000.0,106.0,5.6,2000.0,Action|Crime|Drama|Thriller
The Theory of Everything ,123.0,7.7,Biography|Drama|Romance,2014.0,123.0,7.7,2014.0,Biography|Drama|Romance
Malibu's Most Wanted ,86.0,5.1,Comedy|Crime,2003.0,86.0,5.1,2003.0,Comedy|Crime
Where the Heart Is ,120.0,6.8,Comedy|Drama|Romance,2000.0,120.0,6.8,2000.0,Comedy|Drama|Romance
Lawrence of Arabia ,227.0,8.4,Adventure|Biography|Drama|History|War,1962.0,227.0,8.4,1962.0,Adventure|Biography|Drama|History|War
Halloween II ,119.0,4.9,Horror,2009.0,119.0,4.9,2009.0,Horror
Wild ,115.0,7.1,Adventure|Biography|Drama,2014.0,115.0,7.1,2014.0,Adventure|Biography|Drama
The Last House on the Left ,114.0,6.6,Crime|Horror|Thriller,2009.0,114.0,6.6,2009.0,Crime|Horror|Thriller
The Wedding Date ,90.0,6.1,Comedy|Romance,2005.0,90.0,6.1,2005.0,Comedy|Romance
Halloween: Resurrection ,94.0,4.1,Comedy|Horror|Thriller,2002.0,94.0,4.1,2002.0,Comedy|Horror|Thriller
The Princess Bride ,98.0,8.1,Adventure|Family|Fantasy|Romance,1987.0,98.0,8.1,1987.0,Adventure|Family|Fantasy|Romance
The Great Debaters ,126.0,7.6,Biography|Drama,2007.0,126.0,7.6,2007.0,Biography|Drama
Drive ,100.0,7.8,Crime|Drama,2011.0,100.0,7.8,2011.0,Crime|Drama
Confessions of a Teenage Drama Queen ,89.0,4.6,Comedy|Family|Music|Romance,2004.0,89.0,4.6,2004.0,Comedy|Family|Music|Romance
The Object of My Affection ,111.0,6.0,Comedy|Drama|Romance,1998.0,111.0,6.0,1998.0,Comedy|Drama|Romance
28 Weeks Later ,100.0,7.0,Drama|Horror|Sci-Fi,2007.0,100.0,7.0,2007.0,Drama|Horror|Sci-Fi
When the Game Stands Tall ,115.0,6.7,Drama|Family|Sport,2014.0,115.0,6.7,2014.0,Drama|Family|Sport
Because of Winn-Dixie ,106.0,6.4,Comedy|Drama|Family,2005.0,106.0,6.4,2005.0,Comedy|Drama|Family
Love & Basketball ,124.0,7.2,Drama|Romance|Sport,2000.0,124.0,7.2,2000.0,Drama|Romance|Sport
Grosse Pointe Blank ,107.0,7.4,Action|Comedy|Crime|Romance|Thriller,1997.0,107.0,7.4,1997.0,Action|Comedy|Crime|Romance|Thriller
All About Steve ,99.0,4.8,Comedy|Romance,2009.0,99.0,4.8,2009.0,Comedy|Romance
Book of Shadows: Blair Witch 2 ,90.0,4.0,Adventure|Fantasy|Horror|Mystery|Thriller,2000.0,90.0,4.0,2000.0,Adventure|Fantasy|Horror|Mystery|Thriller
The Craft ,101.0,6.2,Drama|Fantasy|Horror|Thriller,1996.0,101.0,6.2,1996.0,Drama|Fantasy|Horror|Thriller
Match Point ,119.0,7.7,Drama|Romance|Thriller,2005.0,119.0,7.7,2005.0,Drama|Romance|Thriller
Ramona and Beezus ,103.0,6.7,Adventure|Comedy|Family|Fantasy,2010.0,103.0,6.7,2010.0,Adventure|Comedy|Family|Fantasy
The Remains of the Day ,134.0,7.9,Drama|Romance,1993.0,134.0,7.9,1993.0,Drama|Romance
Boogie Nights ,155.0,7.9,Drama,1997.0,155.0,7.9,1997.0,Drama
Nowhere to Run ,94.0,5.5,Action|Crime|Drama|Romance|Thriller,1993.0,94.0,5.5,1993.0,Action|Crime|Drama|Romance|Thriller
Flicka ,95.0,6.2,Adventure|Drama|Family,2006.0,95.0,6.2,2006.0,Adventure|Drama|Family
The Hills Have Eyes II ,89.0,5.1,Horror,2007.0,89.0,5.1,2007.0,Horror
Urban Legends: Final Cut ,97.0,4.1,Horror|Mystery|Thriller,2000.0,97.0,4.1,2000.0,Horror|Mystery|Thriller
Tuck Everlasting ,90.0,6.7,Drama|Family|Fantasy|Romance,2002.0,90.0,6.7,2002.0,Drama|Family|Fantasy|Romance
The Marine ,92.0,4.7,Action|Drama|Thriller,2006.0,92.0,4.7,2006.0,Action|Drama|Thriller
Keanu ,100.0,6.4,Action|Comedy,2016.0,100.0,6.4,2016.0,Action|Comedy
Country Strong ,117.0,6.3,Drama|Music,2010.0,117.0,6.3,2010.0,Drama|Music
Disturbing Behavior ,84.0,5.5,Horror|Mystery|Sci-Fi|Thriller,1998.0,84.0,5.5,1998.0,Horror|Mystery|Sci-Fi|Thriller
The Place Beyond the Pines ,140.0,7.3,Crime|Drama|Thriller,2012.0,140.0,7.3,2012.0,Crime|Drama|Thriller
The November Man ,108.0,6.3,Action|Crime|Thriller,2014.0,108.0,6.3,2014.0,Action|Crime|Thriller
Eye of the Beholder ,109.0,4.9,Drama|Mystery|Thriller,1999.0,109.0,4.9,1999.0,Drama|Mystery|Thriller
The Hurt Locker ,131.0,7.6,Drama|History|Thriller|War,2008.0,131.0,7.6,2008.0,Drama|History|Thriller|War
Firestarter ,114.0,6.0,Action|Horror|Sci-Fi|Thriller,1984.0,114.0,6.0,1984.0,Action|Horror|Sci-Fi|Thriller
Killing Them Softly ,97.0,6.2,Crime|Thriller,2012.0,97.0,6.2,2012.0,Crime|Thriller
A Most Wanted Man ,122.0,6.8,Crime|Drama|Thriller,2014.0,122.0,6.8,2014.0,Crime|Drama|Thriller
Freddy Got Fingered ,87.0,4.5,Comedy,2001.0,87.0,4.5,2001.0,Comedy
The Pirates Who Don't Do Anything: A VeggieTales Movie ,85.0,5.7,Adventure|Animation|Comedy|Family,2008.0,85.0,5.7,2008.0,Adventure|Animation|Comedy|Family
U2 3D ,85.0,8.4,Documentary|Music,2007.0,85.0,8.4,2007.0,Documentary|Music
Highlander: Endgame ,101.0,4.6,Action|Adventure|Fantasy|Sci-Fi,2000.0,101.0,4.6,2000.0,Action|Adventure|Fantasy|Sci-Fi
Idlewild ,121.0,6.2,Crime|Drama|Musical|Romance,2006.0,121.0,6.2,2006.0,Crime|Drama|Musical|Romance
One Day ,107.0,7.0,Drama|Romance,2011.0,107.0,7.0,2011.0,Drama|Romance
Whip It ,111.0,6.9,Drama|Sport,2009.0,111.0,6.9,2009.0,Drama|Sport
Knockaround Guys ,92.0,6.1,Crime|Drama|Thriller,2001.0,92.0,6.1,2001.0,Crime|Drama|Thriller
Confidence ,97.0,6.7,Crime|Thriller,2003.0,97.0,6.7,2003.0,Crime|Thriller
The Muse ,97.0,5.6,Comedy,1999.0,97.0,5.6,1999.0,Comedy
De-Lovely ,125.0,6.6,Biography|Drama|Music|Musical,2004.0,125.0,6.6,2004.0,Biography|Drama|Music|Musical
New York Stories ,124.0,6.4,Comedy|Drama|Romance,1989.0,124.0,6.4,1989.0,Comedy|Drama|Romance
Barney's Great Adventure ,76.0,2.8,Adventure|Family,1998.0,76.0,2.8,1998.0,Adventure|Family
The Man with the Iron Fists ,107.0,5.4,Action,2012.0,107.0,5.4,2012.0,Action
Home Fries ,91.0,5.0,Comedy|Drama|Romance,1998.0,91.0,5.0,1998.0,Comedy|Drama|Romance
Here on Earth ,96.0,5.1,Drama|Romance,2000.0,96.0,5.1,2000.0,Drama|Romance
Brazil ,142.0,8.0,Drama|Sci-Fi,1985.0,142.0,8.0,1985.0,Drama|Sci-Fi
Raise Your Voice ,103.0,5.9,Family|Music|Romance,2004.0,103.0,5.9,2004.0,Family|Music|Romance
The Big Lebowski ,117.0,8.2,Comedy|Crime,1998.0,117.0,8.2,1998.0,Comedy|Crime
Black Snake Moan ,116.0,7.0,Drama|Music,2006.0,116.0,7.0,2006.0,Drama|Music
Dark Blue ,118.0,6.6,Crime|Drama|Romance|Thriller,2002.0,118.0,6.6,2002.0,Crime|Drama|Romance|Thriller
A Mighty Heart ,108.0,6.7,Biography|Drama|History|Thriller|War,2007.0,108.0,6.7,2007.0,Biography|Drama|History|Thriller|War
Whatever It Takes ,94.0,5.5,Comedy|Drama|Romance,2000.0,94.0,5.5,2000.0,Comedy|Drama|Romance
Boat Trip ,97.0,4.9,Comedy,2002.0,97.0,4.9,2002.0,Comedy
The Importance of Being Earnest ,97.0,6.9,Comedy|Drama|Romance,2002.0,97.0,6.9,2002.0,Comedy|Drama|Romance
The Love Letter ,99.0,7.4,Fantasy|Romance,1998.0,99.0,7.4,1998.0,Fantasy|Romance
Hoot ,91.0,5.6,Adventure|Comedy|Family,2006.0,91.0,5.6,2006.0,Adventure|Comedy|Family
In Bruges ,107.0,8.0,Comedy|Crime|Drama,2008.0,107.0,8.0,2008.0,Comedy|Crime|Drama
Peeples ,95.0,5.3,Comedy|Romance,2013.0,95.0,5.3,2013.0,Comedy|Romance
The Rocker ,102.0,6.2,Comedy|Music,2008.0,102.0,6.2,2008.0,Comedy|Music
Post Grad ,88.0,5.3,Comedy|Romance,2009.0,88.0,5.3,2009.0,Comedy|Romance
Promised Land ,106.0,6.6,Drama,2012.0,106.0,6.6,2012.0,Drama
Whatever Works ,92.0,7.2,Comedy|Romance,2009.0,92.0,7.2,2009.0,Comedy|Romance
The In Crowd ,105.0,4.6,Drama|Mystery|Thriller,2000.0,105.0,4.6,2000.0,Drama|Mystery|Thriller
Three Burials ,107.0,7.5,Adventure|Crime|Drama|Mystery|Western,2005.0,107.0,7.5,2005.0,Adventure|Crime|Drama|Mystery|Western
Jakob the Liar ,120.0,6.5,Drama|War,1999.0,120.0,6.5,1999.0,Drama|War
Kiss Kiss Bang Bang ,103.0,7.6,Comedy|Crime|Mystery,2005.0,103.0,7.6,2005.0,Comedy|Crime|Mystery
Idle Hands ,92.0,6.2,Comedy|Fantasy|Horror|Thriller,1999.0,92.0,6.2,1999.0,Comedy|Fantasy|Horror|Thriller
Mulholland Drive ,147.0,8.0,Drama|Mystery|Thriller,2001.0,147.0,8.0,2001.0,Drama|Mystery|Thriller
Blood and Chocolate ,98.0,5.5,Drama|Fantasy|Horror|Romance,2007.0,98.0,5.5,2007.0,Drama|Fantasy|Horror|Romance
You Will Meet a Tall Dark Stranger ,98.0,6.3,Comedy|Drama|Romance,2010.0,98.0,6.3,2010.0,Comedy|Drama|Romance
Never Let Me Go ,103.0,7.2,Drama|Romance|Sci-Fi,2010.0,103.0,7.2,2010.0,Drama|Romance|Sci-Fi
Transsiberian ,111.0,6.7,Crime|Drama|Mystery|Thriller,2008.0,111.0,6.7,2008.0,Crime|Drama|Mystery|Thriller
The Clan of the Cave Bear ,98.0,5.3,Adventure|Drama|Fantasy,1986.0,98.0,5.3,1986.0,Adventure|Drama|Fantasy
Crazy in Alabama ,111.0,6.3,Comedy|Crime|Drama,1999.0,111.0,6.3,1999.0,Comedy|Crime|Drama
Funny Games ,111.0,6.5,Crime|Drama|Horror|Thriller,2007.0,111.0,6.5,2007.0,Crime|Drama|Horror|Thriller
Listening ,100.0,5.6,Drama|Sci-Fi|Thriller,2014.0,100.0,5.6,2014.0,Drama|Sci-Fi|Thriller
Felicia's Journey ,116.0,7.0,Drama|Thriller,1999.0,116.0,7.0,1999.0,Drama|Thriller
Metropolis ,145.0,8.3,Drama|Sci-Fi,1927.0,145.0,8.3,1927.0,Drama|Sci-Fi
District B13 ,84.0,7.2,Action|Crime|Thriller,2004.0,84.0,7.2,2004.0,Action|Crime|Thriller
Things to Do in Denver When You're Dead ,115.0,6.8,Crime|Drama,1995.0,115.0,6.8,1995.0,Crime|Drama
The Assassin ,105.0,6.4,Action|Drama,2015.0,105.0,6.4,2015.0,Action|Drama
Buffalo Soldiers ,98.0,6.9,Comedy|Crime|Drama|Thriller|War,2001.0,98.0,6.9,2001.0,Comedy|Crime|Drama|Thriller|War
The Return ,99.0,8.0,Drama|Mystery|Thriller,2003.0,99.0,8.0,2003.0,Drama|Mystery|Thriller
Ong-bak 2 ,110.0,6.2,Action,2008.0,110.0,6.2,2008.0,Action
Centurion ,97.0,6.4,Action|Adventure|Drama|History|Thriller|War,2010.0,97.0,6.4,2010.0,Action|Adventure|Drama|History|Thriller|War
Silent Trigger ,88.0,5.6,Action|Drama|Thriller,1996.0,88.0,5.6,1996.0,Action|Drama|Thriller
The Midnight Meat Train ,103.0,6.1,Fantasy|Horror|Mystery,2008.0,103.0,6.1,2008.0,Fantasy|Horror|Mystery
Winnie Mandela ,104.0,6.0,Biography|Drama|History,2011.0,104.0,6.0,2011.0,Biography|Drama|History
The Son of No One ,90.0,5.1,Crime|Drama|Thriller,2011.0,90.0,5.1,2011.0,Crime|Drama|Thriller
All the Queen's Men ,105.0,4.5,Action|Comedy|Drama|War,2001.0,105.0,4.5,2001.0,Action|Comedy|Drama|War
The Good Night ,93.0,5.9,Comedy|Drama|Fantasy|Music|Romance,2007.0,93.0,5.9,2007.0,Comedy|Drama|Fantasy|Music|Romance
Bathory: Countess of Blood ,141.0,6.0,Biography|Drama|Fantasy|History,2008.0,141.0,6.0,2008.0,Biography|Drama|Fantasy|History
Khumba ,85.0,5.8,Adventure|Animation|Family,2013.0,85.0,5.8,2013.0,Adventure|Animation|Family
Automata ,109.0,6.1,Action|Sci-Fi|Thriller,2014.0,109.0,6.1,2014.0,Action|Sci-Fi|Thriller
Dungeons & Dragons: Wrath of the Dragon God ,105.0,4.9,Action|Adventure|Fantasy,2005.0,105.0,4.9,2005.0,Action|Adventure|Fantasy
Chiamatemi Francesco - Il Papa della gente ,98.0,5.7,Biography,2015.0,98.0,5.7,2015.0,Biography
Shinjuku Incident ,119.0,7.1,Action|Crime|Drama|Thriller,2009.0,119.0,7.1,2009.0,Action|Crime|Drama|Thriller
Pandaemonium ,124.0,6.6,Biography|Drama,2000.0,124.0,6.6,2000.0,Biography|Drama
Groundhog Day ,101.0,8.1,Comedy|Fantasy|Romance,1993.0,101.0,8.1,1993.0,Comedy|Fantasy|Romance
Magic Mike XXL ,115.0,5.7,Comedy|Drama|Music,2015.0,115.0,5.7,2015.0,Comedy|Drama|Music
Romeo + Juliet ,120.0,6.8,Drama|Romance,1996.0,120.0,6.8,1996.0,Drama|Romance
Sarah's Key ,111.0,7.5,Drama|War,2010.0,111.0,7.5,2010.0,Drama|War
Freedom ,94.0,6.2,Drama|Family|Music,2014.0,94.0,6.2,2014.0,Drama|Family|Music
Unforgiven ,131.0,8.3,Drama|Western,1992.0,131.0,8.3,1992.0,Drama|Western
Manderlay ,139.0,7.4,Drama,2005.0,139.0,7.4,2005.0,Drama
Slumdog Millionaire ,120.0,8.0,Drama|Romance,2008.0,120.0,8.0,2008.0,Drama|Romance
Fatal Attraction ,119.0,6.9,Drama|Romance|Thriller,1987.0,119.0,6.9,1987.0,Drama|Romance|Thriller
Pretty Woman ,125.0,6.9,Comedy|Romance,1990.0,125.0,6.9,1990.0,Comedy|Romance
Crocodile Dundee II ,108.0,5.5,Action|Adventure|Comedy,1988.0,108.0,5.5,1988.0,Action|Adventure|Comedy
Broken Horses ,101.0,5.7,Action|Crime|Drama|Mystery|Thriller,2015.0,101.0,5.7,2015.0,Action|Crime|Drama|Mystery|Thriller
Born on the Fourth of July ,145.0,7.2,Biography|Drama|War,1989.0,145.0,7.2,1989.0,Biography|Drama|War
Cool Runnings ,98.0,6.9,Adventure|Comedy|Family|Sport,1993.0,98.0,6.9,1993.0,Adventure|Comedy|Family|Sport
My Bloody Valentine ,101.0,5.5,Horror|Thriller,2009.0,101.0,5.5,2009.0,Horror|Thriller
Stomp the Yard ,109.0,5.2,Drama|Music|Romance,2007.0,109.0,5.2,2007.0,Drama|Music|Romance
The Spy Who Loved Me ,123.0,7.1,Action|Adventure|Sci-Fi|Thriller,1977.0,123.0,7.1,1977.0,Action|Adventure|Sci-Fi|Thriller
Urban Legend ,99.0,5.5,Horror|Mystery|Thriller,1998.0,99.0,5.5,1998.0,Horror|Mystery|Thriller
Good Deeds ,110.0,5.4,Comedy|Drama|Romance,2012.0,110.0,5.4,2012.0,Comedy|Drama|Romance
White Fang ,107.0,6.7,Adventure|Drama,1991.0,107.0,6.7,1991.0,Adventure|Drama
Superstar ,81.0,5.0,Comedy|Romance,1999.0,81.0,5.0,1999.0,Comedy|Romance
The Iron Lady ,105.0,6.4,Biography|Drama|History,2011.0,105.0,6.4,2011.0,Biography|Drama|History
Jonah: A VeggieTales Movie ,82.0,6.6,Adventure|Animation|Comedy|Drama|Family|Musical,2002.0,82.0,6.6,2002.0,Adventure|Animation|Comedy|Drama|Family|Musical
Poetic Justice ,109.0,5.9,Drama|Romance,1993.0,109.0,5.9,1993.0,Drama|Romance
All About the Benjamins ,95.0,5.7,Action|Comedy|Crime|Thriller,2002.0,95.0,5.7,2002.0,Action|Comedy|Crime|Thriller
Vampire in Brooklyn ,100.0,4.5,Comedy|Fantasy|Horror|Romance,1995.0,100.0,4.5,1995.0,Comedy|Fantasy|Horror|Romance
Exorcist II: The Heretic ,118.0,3.7,Horror,1977.0,118.0,3.7,1977.0,Horror
An American Haunting ,91.0,5.0,Horror|Mystery|Thriller,2005.0,91.0,5.0,2005.0,Horror|Mystery|Thriller
My Boss's Daughter ,90.0,4.6,Comedy|Romance,2003.0,90.0,4.6,2003.0,Comedy|Romance
A Perfect Getaway ,108.0,6.5,Adventure|Mystery|Thriller,2009.0,108.0,6.5,2009.0,Adventure|Mystery|Thriller
Our Family Wedding ,103.0,4.9,Comedy|Romance,2010.0,103.0,4.9,2010.0,Comedy|Romance
Dead Man on Campus ,96.0,6.0,Comedy,1998.0,96.0,6.0,1998.0,Comedy
Tea with Mussolini ,117.0,6.9,Comedy|Drama|War,1999.0,117.0,6.9,1999.0,Comedy|Drama|War
Thinner ,93.0,5.7,Fantasy|Horror,1996.0,93.0,5.7,1996.0,Fantasy|Horror
"New York, New York ",136.0,6.7,Drama|Music|Musical|Romance,1977.0,136.0,6.7,1977.0,Drama|Music|Musical|Romance
Crooklyn ,115.0,6.9,Comedy|Drama,1994.0,115.0,6.9,1994.0,Comedy|Drama
I Think I Love My Wife ,94.0,5.5,Comedy|Drama|Romance,2007.0,94.0,5.5,2007.0,Comedy|Drama|Romance
Jason X ,85.0,4.4,Action|Horror|Sci-Fi|Thriller,2001.0,85.0,4.4,2001.0,Action|Horror|Sci-Fi|Thriller
Bobby ,112.0,7.0,Drama|History,2006.0,112.0,7.0,2006.0,Drama|History
Head Over Heels ,86.0,5.4,Comedy|Mystery|Romance,2001.0,86.0,5.4,2001.0,Comedy|Mystery|Romance
Fun Size ,86.0,5.4,Adventure|Comedy,2012.0,86.0,5.4,2012.0,Adventure|Comedy
The Diving Bell and the Butterfly ,112.0,8.0,Biography|Drama,2007.0,112.0,8.0,2007.0,Biography|Drama
Little Children ,137.0,7.6,Drama|Romance,2006.0,137.0,7.6,2006.0,Drama|Romance
Gossip ,90.0,5.9,Drama|Mystery|Thriller,2000.0,90.0,5.9,2000.0,Drama|Mystery|Thriller
A Walk on the Moon ,107.0,6.6,Drama,1999.0,107.0,6.6,1999.0,Drama
Catch a Fire ,98.0,6.7,Biography|Drama|History,2006.0,98.0,6.7,2006.0,Biography|Drama|History
Soul Survivors ,84.0,3.9,Drama|Horror|Mystery|Thriller,2001.0,84.0,3.9,2001.0,Drama|Horror|Mystery|Thriller
Jefferson in Paris ,139.0,5.7,Biography|Drama|History|Romance,1995.0,139.0,5.7,1995.0,Biography|Drama|History|Romance
Easy Virtue ,97.0,6.7,Comedy|Romance,2008.0,97.0,6.7,2008.0,Comedy|Romance
Caravans ,127.0,6.5,Action|Adventure|History,1978.0,127.0,6.5,1978.0,Action|Adventure|History
Mr. Turner ,150.0,6.8,Biography|Drama|History,2014.0,150.0,6.8,2014.0,Biography|Drama|History
Wild Grass ,104.0,6.3,Drama|Romance,2009.0,104.0,6.3,2009.0,Drama|Romance
Amen. ,132.0,7.3,Biography|Crime|Drama|War,2002.0,132.0,7.3,2002.0,Biography|Crime|Drama|War
Reign of Assassins ,117.0,6.9,Action,2010.0,117.0,6.9,2010.0,Action
The Lucky Ones ,115.0,7.0,Comedy|Drama|War,2008.0,115.0,7.0,2008.0,Comedy|Drama|War
Margaret ,186.0,6.5,Drama,2011.0,186.0,6.5,2011.0,Drama
Stan Helsing ,90.0,3.6,Comedy|Horror,2009.0,90.0,3.6,2009.0,Comedy|Horror
Flipped ,90.0,7.7,Comedy|Drama|Romance,2010.0,90.0,7.7,2010.0,Comedy|Drama|Romance
Brokeback Mountain ,134.0,7.7,Drama|Romance,2005.0,134.0,7.7,2005.0,Drama|Romance
Clueless ,97.0,6.8,Comedy|Romance,1995.0,97.0,6.8,1995.0,Comedy|Romance
Far from Heaven ,107.0,7.4,Drama|Romance,2002.0,107.0,7.4,2002.0,Drama|Romance
Hot Tub Time Machine 2 ,99.0,5.1,Comedy|Sci-Fi,2015.0,99.0,5.1,2015.0,Comedy|Sci-Fi
Quills ,124.0,7.4,Biography|Drama,2000.0,124.0,7.4,2000.0,Biography|Drama
Seven Psychopaths ,110.0,7.2,Comedy|Crime,2012.0,110.0,7.2,2012.0,Comedy|Crime
